epoch,step,test_loss,test_mae,test_mse,train_loss,train_mae,train_mse,val_loss,val_mae,val_mse
0,49,,,,-1.4849035739898682,5.684818267822266,52.386138916015625,,,
0,99,,,,0.25919002294540405,43.9161376953125,2906.09619140625,,,
0,149,,,,-0.7344687581062317,14.093528747558594,294.884033203125,,,
0,179,,,,,,,-1.3893625736236572,6.745974063873291,66.57128143310547
1,199,,,,-0.5306996703147888,16.357318878173828,471.433349609375,,,
1,249,,,,-1.0498846769332886,9.46371078491211,142.63803100585938,,,
1,299,,,,-1.4651100635528564,6.555222034454346,54.828956604003906,,,
1,349,,,,-1.2238448858261108,7.893880844116211,95.55975341796875,,,
1,359,,,,,,,-0.9870209693908691,11.06747055053711,168.39556884765625
2,399,,,,-0.7844770550727844,12.247127532958984,262.8106689453125,,,
2,449,,,,-1.186171293258667,8.799861907958984,104.21942138671875,,,
2,499,,,,-0.725942850112915,14.337404251098633,300.73028564453125,,,
2,539,,,,,,,-1.601033091545105,5.460270404815674,40.7802734375
3,549,,,,-0.3901708722114563,22.274137496948242,651.552001953125,,,
3,599,,,,-0.8973878622055054,10.468608856201172,202.6432647705078,,,
3,649,,,,-1.3373297452926636,7.022583484649658,73.58517456054688,,,
3,699,,,,-1.0978623628616333,7.524499416351318,127.71965026855469,,,
3,719,,,,,,,-0.8493725657463074,11.681563377380371,236.6236114501953
4,749,,,,-1.1702163219451904,8.011224746704102,108.1194076538086,,,
4,799,,,,-0.7216904759407043,13.554544448852539,303.6893615722656,,,
4,849,,,,-0.6648532152175903,14.306060791015625,346.1519775390625,,,
4,899,,,,-0.6372146010398865,16.49749183654785,368.8972473144531,,,
4,899,,,,,,,-0.8993724584579468,10.731250762939453,214.41001892089844
5,949,,,,-1.101898431777954,8.487491607666016,126.5381851196289,,,
5,999,,,,-0.924839198589325,10.770061492919922,190.23080444335938,,,
5,1049,,,,-0.8788623809814453,11.962512969970703,211.47430419921875,,,
5,1079,,,,,,,-1.4083856344223022,6.597405910491943,63.782493591308594
6,1099,,,,-0.8657240867614746,12.356456756591797,217.9696044921875,,,
6,1149,,,,-1.2384247779846191,7.169522285461426,92.40496063232422,,,
6,1199,,,,-0.9390119910240173,10.370750427246094,184.12298583984375,,,
6,1249,,,,-0.19974569976329803,26.361053466796875,1010.123046875,,,
6,1259,,,,,,,-0.3883160948753357,19.84164047241211,694.1752319335938
7,1299,,,,-0.026637695729732513,28.88150405883789,1504.81201171875,,,
7,1349,,,,-1.6857420206069946,4.681471824645996,32.98966979980469,,,
7,1399,,,,-0.8535301089286804,10.667495727539062,224.1763916015625,,,
7,1439,,,,,,,-0.8696772456169128,10.998834609985352,230.17735290527344
8,1449,,,,-1.1671333312988281,8.85731315612793,108.88965606689453,,,
8,1499,,,,-0.5024218559265137,16.970420837402344,503.1507263183594,,,
8,1549,,,,-0.8940887451171875,11.804269790649414,204.18849182128906,,,
8,1599,,,,-1.137261986732483,8.188982009887695,116.64280700683594,,,
8,1619,,,,,,,-0.7643190622329712,12.568099975585938,291.9988708496094
9,1649,,,,-0.9745657444000244,8.144506454467773,169.650146484375,,,
9,1699,,,,-0.6362819075584412,13.906357765197754,369.6903076171875,,,
9,1749,,,,-0.9640814065933228,11.226417541503906,173.7955322265625,,,
9,1799,,,,-0.5166027545928955,18.133071899414062,486.9868469238281,,,
9,1799,,,,,,,-0.571056067943573,16.060163497924805,453.0303649902344
10,1849,,,,-1.1712735891342163,7.4484639167785645,107.85651397705078,,,
10,1899,,,,-0.7712979316711426,12.992635726928711,270.90814208984375,,,
10,1949,,,,-1.4164257049560547,6.762722015380859,61.33301544189453,,,
10,1979,,,,,,,-0.8149482607841492,12.04619312286377,259.6618347167969
11,1999,,,,-0.7933498620986938,13.303528785705566,257.4958190917969,,,
11,2049,,,,-1.172197699546814,8.014307975769043,107.62725830078125,,,
11,2099,,,,-0.8804391622543335,11.982246398925781,210.70790100097656,,,
11,2149,,,,-1.3525789976119995,6.468326091766357,71.04622650146484,,,
11,2159,,,,,,,-0.7503983974456787,13.107451438903809,298.151123046875
12,2199,,,,-0.6301248073577881,15.986547470092773,374.9689025878906,,,
12,2249,,,,-1.609930157661438,5.205888271331787,39.28166198730469,,,
12,2299,,,,-0.5768024921417236,15.90904712677002,423.9527282714844,,,
12,2339,,,,,,,-0.6495866179466248,14.193333625793457,385.25531005859375
13,2349,,,,-1.1867060661315918,7.897296905517578,104.09117126464844,,,
13,2399,,,,-1.6475510597229004,5.109130859375,36.02210235595703,,,
13,2449,,,,-1.5256321430206299,6.071035861968994,47.696651458740234,,,
13,2499,,,,-1.4494624137878418,6.181182384490967,56.84046936035156,,,
13,2519,,,,,,,-0.021630674600601196,31.54564094543457,1617.9840087890625
14,2549,,,,-0.9235396385192871,9.906157493591309,190.80088806152344,,,
14,2599,,,,-0.9769945740699768,10.218883514404297,168.70401000976562,,,
14,2649,,,,-1.4800068140029907,6.242142677307129,52.980140686035156,,,
14,2699,,,,-1.3108956813812256,7.248305797576904,78.20317077636719,,,
14,2699,,,,,,,-1.6259077787399292,5.259228229522705,38.561805725097656
15,2749,,,,-0.3771931529045105,19.40346908569336,671.315673828125,,,
15,2799,,,,-1.149595022201538,7.784294128417969,113.37699890136719,,,
15,2849,,,,-1.6667951345443726,4.859826564788818,34.460758209228516,,,
15,2879,,,,,,,-1.6240812540054321,5.3232293128967285,38.742252349853516
16,2899,,,,-1.5126357078552246,5.868805408477783,49.14556884765625,,,
16,2949,,,,-0.9542179107666016,10.300003051757812,177.78787231445312,,,
16,2999,,,,-0.5418817400932312,15.926206588745117,459.4500427246094,,,
16,3049,,,,-0.6463432908058167,14.356439590454102,361.2240905761719,,,
16,3059,,,,,,,-1.4995040893554688,5.979423999786377,51.87455368041992
17,3099,,,,-1.0410634279251099,8.977499961853027,145.56484985351562,,,
17,3149,,,,-1.2857519388198853,6.838726997375488,82.86442565917969,,,
17,3199,,,,-0.830780565738678,11.752756118774414,236.2323760986328,,,
17,3239,,,,,,,-1.1920151710510254,7.919125080108643,107.40904235839844
18,3249,,,,-1.5649795532226562,5.551701545715332,43.56527328491211,,,
18,3299,,,,-1.1576417684555054,9.011518478393555,111.29566955566406,,,
18,3349,,,,-1.3071320056915283,6.993872165679932,78.88385009765625,,,
18,3399,,,,-0.7407822012901306,13.229324340820312,290.62823486328125,,,
18,3419,,,,,,,-1.4373244047164917,6.295222759246826,59.657161712646484
19,3449,,,,-1.1925032138824463,7.90069580078125,102.7109603881836,,,
19,3499,,,,-1.0984489917755127,8.591279029846191,127.54720306396484,,,
19,3549,,,,-1.1235681772232056,8.959458351135254,120.37931823730469,,,
19,3599,,,,-1.0573421716690063,9.20914077758789,140.20960998535156,,,
19,3599,,,,,,,-1.3736035823822021,6.542941570281982,70.51094055175781
20,3649,,,,-1.3416513204574585,6.7398834228515625,72.85655975341797,,,
20,3699,,,,-1.1979680061340332,8.003173828125,101.4266357421875,,,
20,3749,,,,-1.2470512390136719,7.493711471557617,90.58759307861328,,,
20,3779,,,,,,,-1.6980233192443848,4.733027935028076,32.83260726928711
21,3799,,,,-0.8921206593513489,11.885504722595215,205.11590576171875,,,
21,3849,,,,-1.5423599481582642,5.914642333984375,45.894439697265625,,,
21,3899,,,,-0.9159154891967773,12.1559419631958,194.1800537109375,,,
21,3949,,,,-1.4633705615997314,6.137639045715332,55.04899978637695,,,
21,3959,,,,,,,-1.4598731994628906,5.986474514007568,57.645320892333984
22,3999,,,,-0.8392533659934998,10.955963134765625,231.66831970214844,,,
22,4049,,,,-1.396937608718872,6.933581829071045,64.14788818359375,,,
22,4099,,,,-1.160784363746643,8.206138610839844,110.49322509765625,,,
22,4139,,,,,,,-1.7251715660095215,4.553047180175781,30.930612564086914
23,4149,,,,-1.2706888914108276,7.009366512298584,85.78890991210938,,,
23,4199,,,,-1.5156300067901611,5.604049205780029,48.80788040161133,,,
23,4249,,,,-1.5910604000091553,5.681462287902832,41.02605438232422,,,
23,4299,,,,-0.9136211276054382,11.790924072265625,195.20855712890625,,,
23,4319,,,,,,,-1.3108946084976196,7.119822025299072,80.58739471435547
24,4349,,,,-1.793163776397705,4.249785900115967,25.760616302490234,,,
24,4399,,,,-1.8144423961639404,4.300332546234131,24.52887725830078,,,
24,4449,,,,-1.6865506172180176,4.606997966766357,32.92829895019531,,,
24,4499,,,,-0.5232118964195251,16.217647552490234,479.6318359375,,,
24,4499,,,,,,,-0.7235167622566223,13.514716148376465,322.31939697265625
25,4549,,,,-1.4973307847976685,5.922720909118652,50.90836715698242,,,
25,4599,,,,-1.3149560689926147,7.330300331115723,77.47543334960938,,,
25,4649,,,,-1.2211235761642456,8.005033493041992,96.16043090820312,,,
25,4679,,,,,,,-1.560211181640625,5.316090106964111,45.32699203491211
26,4699,,,,-1.0744680166244507,8.824804306030273,134.7882080078125,,,
26,4749,,,,-1.591447114944458,5.428842067718506,40.989524841308594,,,
26,4799,,,,-1.6624267101287842,4.7576141357421875,34.80914306640625,,,
26,4849,,,,-1.6722005605697632,5.233470916748047,34.034507751464844,,,
26,4859,,,,,,,-1.63099205493927,5.226430892944336,38.20938491821289
27,4899,,,,-1.5788037776947021,5.580708026885986,42.20036697387695,,,
27,4949,,,,-1.7506963014602661,4.7243146896362305,28.40689468383789,,,
27,4999,,,,-1.0369360446929932,11.029999732971191,146.95489501953125,,,
27,5039,,,,,,,-1.7192984819412231,4.625699996948242,31.18923568725586
28,5049,,,,-1.2422211170196533,7.479187965393066,91.6007080078125,,,
28,5099,,,,-1.6472821235656738,4.7081756591796875,36.044403076171875,,,
28,5149,,,,-0.9327051043510437,11.662253379821777,186.81637573242188,,,
28,5199,,,,-1.4593156576156616,6.433284282684326,55.56537628173828,,,
28,5219,,,,,,,-1.573421835899353,5.359987258911133,44.299415588378906
29,5249,,,,-1.1746639013290405,8.134159088134766,107.01781463623047,,,
29,5299,,,,-1.7555590867996216,4.642691612243652,28.090600967407227,,,
29,5349,,,,-1.3692376613616943,7.101282119750977,68.37263488769531,,,
29,5399,,,,-1.3074909448623657,6.882929801940918,78.81865692138672,,,
29,5399,,,,,,,-1.6286627054214478,4.996474742889404,38.749454498291016
