epoch,step,train_loss,train_mae,train_mse,val_loss,val_mae,val_mse
0,49,-0.727702796459198,12.49169921875,299.5140075683594,,,
0,99,-0.18492195010185242,29.187339782714844,1045.19677734375,,,
0,149,-1.3831132650375366,6.012353897094727,66.22268676757812,,,
0,179,,,,-0.7197745442390442,12.867530822753906,328.7138366699219
1,199,-1.4481678009033203,5.829827308654785,57.0101432800293,,,
1,249,-0.0350191667675972,29.614696502685547,1476.049072265625,,,
1,299,-1.178938388824463,8.107333183288574,105.96968078613281,,,
1,349,-0.33557218313217163,23.542621612548828,738.8355712890625,,,
1,359,,,,-0.8771678805351257,11.30603313446045,222.4465789794922
2,399,-0.8140261173248291,11.980084419250488,245.52395629882812,,,
2,449,-1.1926885843276978,8.263785362243652,102.66714477539062,,,
2,499,-0.6630658507347107,15.641334533691406,347.57952880859375,,,
2,539,,,,-0.7569847106933594,12.824390411376953,295.001953125
3,549,-1.0994598865509033,8.877105712890625,127.25067138671875,,,
3,599,-1.3635374307632446,6.806818962097168,69.27596282958984,,,
3,649,-0.861674964427948,12.313553810119629,220.01132202148438,,,
3,699,-1.4104207754135132,6.489821434020996,62.18693542480469,,,
3,719,,,,-0.6770929098129272,14.04521656036377,355.9366149902344
4,749,-1.6202996969223022,5.158109188079834,38.35485076904297,,,
4,799,-0.33340731263160706,18.061887741088867,742.5276489257812,,,
4,849,-1.5557498931884766,5.687148094177246,44.50104522705078,,,
4,899,-0.9785974025726318,10.633668899536133,168.0825653076172,,,
4,899,,,,-1.0422415733337402,9.328953742980957,153.25625610351562
5,949,-0.5452824831008911,15.678877830505371,455.86627197265625,,,
5,999,-1.241308331489563,8.069765090942383,91.79345703125,,,
5,1049,-1.5180832147598267,6.095026016235352,48.53295135498047,,,
5,1079,,,,-0.8113670349121094,12.297399520874023,258.33953857421875
6,1099,-0.03259437531232834,31.194841384887695,1484.313232421875,,,
6,1149,-0.5589038133621216,16.306554794311523,441.79034423828125,,,
6,1199,-1.4621918201446533,6.440761566162109,55.19860076904297,,,
6,1249,-1.5345078706741333,5.949601173400879,46.731746673583984,,,
6,1259,,,,-1.4566954374313354,6.272480487823486,57.29671859741211
7,1299,-1.5751858949661255,5.366464138031006,42.553382873535156,,,
7,1349,-1.4131335020065308,6.946681976318359,61.79973220825195,,,
7,1399,-1.3918046951293945,6.492594242095947,64.91055297851562,,,
7,1439,,,,-1.38640558719635,6.628574371337891,67.85250854492188
8,1449,-0.6208674907684326,15.784777641296387,383.0473327636719,,,
8,1499,-0.8683434128761292,12.873825073242188,216.658935546875,,,
8,1549,-0.2339133322238922,23.776287078857422,933.698486328125,,,
8,1599,-1.6607779264450073,5.007081031799316,34.941551208496094,,,
8,1619,,,,-0.4961160123348236,17.438566207885742,545.6671752929688
9,1649,-1.525955080986023,6.123273849487305,47.66119384765625,,,
9,1699,-1.513439655303955,6.099453926086426,49.05467987060547,,,
9,1749,-1.30077064037323,6.617171764373779,80.04779815673828,,,
9,1799,-1.1230359077453613,8.144441604614258,120.52693176269531,,,
9,1799,,,,-1.3421368598937988,7.0501708984375,74.45054626464844
10,1849,-1.2903262376785278,6.38888692855835,81.9961929321289,,,
10,1899,-1.049320101737976,9.630590438842773,142.82359313964844,,,
10,1949,-1.2705543041229248,7.746650218963623,85.81551361083984,,,
10,1979,,,,-1.2740343809127808,7.457668304443359,88.07076263427734
11,1999,-1.2646838426589966,6.976826190948486,86.98336029052734,,,
11,2049,-1.4369535446166992,5.910462856292725,58.501434326171875,,,
11,2099,-1.659508466720581,4.786355018615723,35.043819427490234,,,
11,2149,-0.8902897238731384,11.401150703430176,205.9824676513672,,,
11,2159,,,,-0.9743585586547852,10.337974548339844,175.84982299804688
12,2199,-1.560124158859253,5.442075729370117,44.05506896972656,,,
12,2249,-1.6328386068344116,5.144771099090576,37.2633171081543,,,
12,2299,-1.030451774597168,9.650196075439453,149.16546630859375,,,
12,2339,,,,-1.2063713073730469,7.854956150054932,103.77729034423828
13,2349,-1.8388042449951172,3.7590508460998535,23.190807342529297,,,
13,2399,-1.2318096160888672,7.307454586029053,93.8232421875,,,
13,2449,-1.3525984287261963,6.733619689941406,71.04304504394531,,,
13,2499,-0.7020400762557983,14.224453926086426,317.7458801269531,,,
13,2519,,,,-0.39493268728256226,19.786354064941406,687.9688110351562
14,2549,-1.1203123331069946,8.765984535217285,121.28517150878906,,,
14,2599,-1.7516790628433228,4.28563117980957,28.342676162719727,,,
14,2649,-0.9337885975837708,10.55943489074707,186.35086059570312,,,
14,2699,-0.7533754706382751,14.430166244506836,282.3218994140625,,,
14,2699,,,,-0.8040978908538818,12.419865608215332,261.8641357421875
15,2749,-1.226746916770935,8.262873649597168,94.9233627319336,,,
15,2799,-0.8196841478347778,11.802223205566406,242.34600830078125,,,
15,2849,-1.5592418909072876,5.754639625549316,44.144649505615234,,,
15,2879,,,,-1.5487843751907349,5.855768203735352,45.911319732666016
16,2899,-1.4548462629318237,5.46050500869751,56.140174865722656,,,
16,2949,-0.06502246856689453,29.569812774658203,1377.518798828125,,,
16,2999,-1.2864909172058105,7.690651893615723,82.72351837158203,,,
16,3049,-1.4160209894180298,6.146157741546631,61.39019775390625,,,
16,3059,,,,-1.5806242227554321,5.538825988769531,42.89818572998047
17,3099,-0.6248713731765747,14.541573524475098,379.5321350097656,,,
17,3149,-1.7259289026260376,4.648748397827148,30.07400131225586,,,
17,3199,-1.4085683822631836,7.031914234161377,62.45273971557617,,,
17,3239,,,,0.09572544693946838,35.17804718017578,2137.9736328125
18,3249,-1.2599685192108154,6.655425071716309,87.93290710449219,,,
18,3299,-1.0447338819503784,9.477317810058594,144.33978271484375,,,
18,3349,-0.8774927258491516,11.879940032958984,212.142333984375,,,
18,3399,-1.456443190574646,6.504556179046631,55.934120178222656,,,
18,3419,,,,-1.3004119396209717,7.2707037925720215,82.38825988769531
19,3449,-1.2163714170455933,7.935416221618652,97.21842956542969,,,
19,3499,-0.7201136946678162,12.644112586975098,304.7939453125,,,
19,3549,-1.301089882850647,7.3497314453125,79.98896789550781,,,
19,3599,-0.9591452479362488,9.982041358947754,175.78213500976562,,,
19,3599,,,,-1.436669111251831,6.268778324127197,60.00651931762695
20,3649,-1.2856411933898926,7.218216419219971,82.88554382324219,,,
20,3699,-1.1962332725524902,7.342594146728516,101.83258056640625,,,
20,3749,-1.197642207145691,8.191896438598633,101.50274658203125,,,
20,3779,,,,-1.6488161087036133,5.1339287757873535,36.73657989501953
21,3799,-0.6648188233375549,14.969683647155762,346.1793518066406,,,
21,3849,-1.5157808065414429,5.885649681091309,48.79095458984375,,,
21,3899,-1.6568260192871094,4.846095561981201,35.260948181152344,,,
21,3949,-1.47536039352417,6.03917121887207,53.550025939941406,,,
21,3959,,,,-1.6675225496292114,4.932461738586426,35.31144714355469
22,3999,-0.6643953323364258,15.637609481811523,346.51708984375,,,
22,4049,-1.5706616640090942,5.531250953674316,42.99901580810547,,,
22,4099,-1.0927531719207764,8.907533645629883,129.23104858398438,,,
22,4139,,,,-1.1169339418411255,8.588058471679688,129.6083984375
23,4149,-1.1599864959716797,9.157881736755371,110.69641876220703,,,
23,4199,-0.8096258044242859,11.812654495239258,248.02427673339844,,,
23,4249,-0.4658246338367462,18.317554473876953,547.3880615234375,,,
23,4299,-0.9515848755836487,11.173913955688477,178.86903381347656,,,
23,4319,,,,-0.8022072315216064,12.31592845916748,265.41357421875
24,4349,-1.5540566444396973,5.399852752685547,44.67488479614258,,,
24,4399,-1.1977072954177856,7.42260217666626,101.48751831054688,,,
24,4449,-1.7317218780517578,4.633999347686768,29.67550277709961,,,
24,4499,-0.9225574135780334,9.655985832214355,191.23289489746094,,,
24,4499,,,,-0.7616202235221863,12.727087020874023,294.6024475097656
25,4549,-1.319093108177185,6.601518630981445,76.74089813232422,,,
25,4599,-0.9302491545677185,11.614859580993652,187.8758087158203,,,
25,4649,-0.5686547756195068,15.147562026977539,431.98150634765625,,,
25,4679,,,,-1.6682685613632202,4.9864912033081055,35.14181137084961
26,4699,-1.684790849685669,4.839445114135742,33.06200408935547,,,
26,4749,-1.6168516874313354,4.9359002113342285,38.66057586669922,,,
26,4799,-1.6194366216659546,5.202695369720459,38.43115234375,,,
26,4849,-1.7079856395721436,4.804949760437012,31.342552185058594,,,
26,4859,,,,-1.5257469415664673,5.770238876342773,49.06450653076172
27,4899,-1.6807682514190674,4.6680402755737305,33.369659423828125,,,
27,4949,-1.6330546140670776,4.837444305419922,37.244773864746094,,,
27,4999,-0.7532062530517578,12.12114143371582,282.431884765625,,,
27,5039,,,,-1.6959775686264038,4.787794589996338,33.040523529052734
28,5049,-1.6381891965866089,5.215427398681641,36.807037353515625,,,
28,5099,-1.156085729598999,7.698564052581787,111.69515228271484,,,
28,5149,-1.14056396484375,8.632949829101562,115.75934600830078,,,
28,5199,-1.355224847793579,6.642121315002441,70.61471557617188,,,
28,5219,,,,-1.0687270164489746,9.124995231628418,143.08489990234375
29,5249,-1.5797919034957886,5.35048770904541,42.104461669921875,,,
29,5299,-0.16062098741531372,24.365142822265625,1105.347900390625,,,
29,5349,-1.0191060304641724,9.463111877441406,153.11367797851562,,,
29,5399,-0.9052371978759766,9.751335144042969,199.01361083984375,,,
29,5399,,,,-1.7260732650756836,4.631868362426758,30.829086303710938
30,5449,-1.6259177923202515,4.906378746032715,37.86188507080078,,,
30,5499,-0.9770750999450684,9.103759765625,168.6727294921875,,,
30,5549,-1.0761706829071045,9.459738731384277,134.2608642578125,,,
30,5579,,,,-0.9441581964492798,10.445481300354004,191.10633850097656
31,5599,-1.6091058254241943,5.624284267425537,39.356300354003906,,,
31,5649,-1.6775710582733154,4.808269023895264,33.61622619628906,,,
31,5699,-0.693030834197998,13.575498580932617,324.4062805175781,,,
31,5749,-0.47793683409690857,18.678451538085938,532.3326416015625,,,
31,5759,,,,-0.971605658531189,9.806915283203125,181.59893798828125
32,5799,-1.7151387929916382,4.388630390167236,30.830549240112305,,,
32,5849,-1.6222364902496338,5.381990432739258,38.184181213378906,,,
32,5899,-1.5118920803070068,5.86050271987915,49.22979736328125,,,
32,5939,,,,-1.5866169929504395,5.384988784790039,42.659400939941406
33,5949,-1.517686128616333,6.171810626983643,48.577369689941406,,,
33,5999,-1.4761680364608765,6.22288703918457,53.45052719116211,,,
33,6049,-1.593804121017456,5.343443870544434,40.76765823364258,,,
33,6099,-0.7160012125968933,13.502116203308105,307.69384765625,,,
33,6119,,,,-1.1488970518112183,8.230090141296387,119.31233978271484
34,6149,-1.1910626888275146,8.185420036315918,103.05220794677734,,,
34,6199,-1.556032657623291,5.614346981048584,44.47208023071289,,,
34,6249,-1.7605581283569336,4.507173538208008,27.769107818603516,,,
34,6299,-1.7626453638076782,4.276205062866211,27.635963439941406,,,
34,6299,,,,-1.1076977252960205,8.472431182861328,132.6583251953125
35,6349,-1.6750123500823975,4.818245887756348,33.81486511230469,,,
35,6399,-1.487168788909912,5.280031204223633,52.11361312866211,,,
35,6449,-1.2872154712677002,7.446095943450928,82.58564758300781,,,
35,6479,,,,-1.2183064222335815,7.9613752365112305,99.75765991210938
36,6499,-1.0618717670440674,9.300054550170898,138.7548828125,,,
36,6549,-1.5998201370239258,5.177629470825195,40.20684814453125,,,
36,6599,-1.4982479810714722,6.490797996520996,50.80096435546875,,,
36,6649,-1.6118866205215454,5.363354206085205,39.10509490966797,,,
36,6659,,,,-1.3705755472183228,6.652666091918945,70.41838073730469
37,6699,-1.2717221975326538,7.426661968231201,85.58505249023438,,,
37,6749,-1.3316633701324463,7.157284259796143,74.55152893066406,,,
37,6799,-1.5050456523895264,6.000347137451172,50.01200866699219,,,
37,6839,,,,-1.154497504234314,8.170551300048828,117.23387145996094
38,6849,-1.2950220108032227,7.798177719116211,81.11442565917969,,,
38,6899,-1.4775439500808716,5.978600025177002,53.28144836425781,,,
38,6949,-1.5076769590377808,5.6757636070251465,49.70991897583008,,,
38,6999,-1.5235801935195923,5.257172584533691,47.92253112792969,,,
38,7019,,,,-1.3229894638061523,7.057457447052002,78.47982025146484
39,7049,-1.4640052318572998,6.08501672744751,54.96861267089844,,,
39,7099,-1.6306772232055664,5.12783670425415,37.44922637939453,,,
39,7149,-1.3811750411987305,6.3901896476745605,66.51887512207031,,,
39,7199,-1.5517243146896362,5.060725212097168,44.915443420410156,,,
39,7199,,,,-1.3067750930786133,7.121707439422607,81.65380859375
40,7249,-1.4769666194915771,6.402069091796875,53.35232925415039,,,
40,7299,-1.2622133493423462,7.314072608947754,87.47958374023438,,,
40,7349,-1.4626518487930298,6.244379997253418,55.140167236328125,,,
40,7379,,,,-1.254696249961853,7.3053812980651855,92.95108795166016
41,7399,-1.504738211631775,5.586038589477539,50.04742431640625,,,
41,7449,-1.311501383781433,6.901467323303223,78.09420013427734,,,
41,7499,-1.4662312269210815,6.257138252258301,54.687591552734375,,,
41,7549,-1.5080552101135254,5.967111587524414,49.6666374206543,,,
41,7559,,,,-1.2783046960830688,7.3737921714782715,87.1570816040039
42,7599,-1.3596073389053345,6.588913917541504,69.90571594238281,,,
42,7649,-1.2536427974700928,7.474364757537842,89.22309112548828,,,
42,7699,-0.5962391495704651,16.765628814697266,405.39727783203125,,,
42,7739,,,,-1.2714331150054932,7.386331558227539,88.6003646850586
43,7749,-1.1736986637115479,7.887925624847412,107.25592041015625,,,
43,7799,-1.4519444704055786,6.409860610961914,56.51654815673828,,,
43,7849,-1.427660346031189,6.7649431228637695,59.766746520996094,,,
43,7899,-1.0613023042678833,8.529462814331055,138.93695068359375,,,
43,7919,,,,-1.2493733167648315,7.6324663162231445,92.91481018066406
44,7949,-0.912761926651001,11.097825050354004,195.59512329101562,,,
